#,Item,Poste,Tax year/D'année d'imposition, Grand total males/Total global hommes #,Grand total males/Total global hommes $ (000),Grand total females/Total global femmes #,Grand total total/Total global femmes $ (000),Grand total total/Total global total #,Grand total total/Total global total $ (000),Age group: under 20 males/Groupe d'âge : moins de 20 ans hommes #,Age group: under 20 males/Groupe d'âge : moins de 20 ans hommes $ (000),Age group: under 20 females/Groupe d'âge : moins de 20 ans femmes #,Age group: under 20 females/Groupe d'âge : moins de 20 ans femmes $ (000),Age group: under 20 total/Groupe d'âge : moins de 20 ans total #,Age group: under 20 total/Groupe d'âge : moins de 20 ans total $ (000),Age group: 20-24 males/Groupe d'âge : 20-24 hommes #,Age group: 20-24 males/Groupe d'âge : 20-24 hommes $ (000),Age group: 20-24 females/Groupe d'âge : 20-24 femmes #,Age group: 20-24 females/Groupe d'âge : 20-24 femmes $ (000),Age group: 20-24 total/Groupe d'âge : 20-24 total #,Age group: 20-24 total/Groupe d'âge : 20-24 total $ (000),Age group: 25-29 males/Groupe d'âge : 25-29 hommes #,Age group: 25-29 males/Groupe d'âge : 25-29 hommes $ (000),Age group: 25-29 females/Groupe d'âge : 25-29 femmes #,Age group: 25-29 females/Groupe d'âge : 25-29 femmes $ (000),Age group: 25-29 total/Groupe d'âge : 25-29 total #,Age group: 25-29 total/Groupe d'âge : 25-29 total $ (000),Age group: 30-34 males/Groupe d'âge : 30-34 hommes #,Age group: 30-34 males/Groupe d'âge : 30-34 hommes $ (000),Age group: 30-34 females/Groupe d'âge : 30-34 femmes #,Age group: 30-34 females/Groupe d'âge : 30-34 femmes $ (000),Age group: 30-34 total/Groupe d'âge : 30-34 total #,Age group: 30-34 total/Groupe d'âge : 30-34 total $ (000),Age group: 35-39 males/Groupe d'âge : 35-39 hommes #,Age group: 35-39 males/Groupe d'âge : 35-39 hommes $ (000),Age group: 35-39 females/Groupe d'âge : 35-39 femmes #,Age group: 35-39 females/Groupe d'âge : 35-39 femmes $ (000),Age group: 35-39 total/Groupe d'âge : 35-39 total #,Age group: 35-39 total/Groupe d'âge : 35-39 total $ (000),Age group: 40-44 males/Groupe d'âge : 40-44 hommes #,Age group: 40-44 males/Groupe d'âge : 40-44 hommes $ (000),Age group: 40-44 females/Groupe d'âge : 40-44 femmes #,Age group: 40-44 females/Groupe d'âge : 40-44 femmes $ (000),Age group: 40-44 total/Groupe d'âge : 40-44 total #,Age group: 40-44 total/Groupe d'âge : 40-44 total $ (000),Age group: 45-49 males/Groupe d'âge : 45-49 hommes #,Age group: 45-49 males/Groupe d'âge : 45-49 hommes $ (000),Age group: 45-49 females/Groupe d'âge : 45-49 femmes #,Age group: 45-49 females/Groupe d'âge : 45-49 femmes $ (000),Age group: 45-49 total/Groupe d'âge : 45-49 total #,Age group: 45-49 total/Groupe d'âge : 45-49 total $ (000),Age group: 50-54 males/Groupe d'âge : 50-54 hommes #,Age group: 50-54 males/Groupe d'âge : 50-54 hommes $,Age group: 50-54 females/Groupe d'âge : 50-54 femmes #,Age group: 50-54 females/Groupe d'âge : 50-54 femmes $,Age group: 50-54 total/Groupe d'âge : 50-54 total #,Age group: 50-54 total/Groupe d'âge : 50-54 total $,Age group: 55-59 males/Groupe d'âge : 55-59 hommes #,Age group: 55-59 males/Groupe d'âge : 55-59 hommes $ (000),Age group: 55-59 females/Groupe d'âge : 55-59 femmes #,Age group: 55-59 females/Groupe d'âge : 55-59 femmes $ (000),Age group: 55-59 total/Groupe d'âge : 55-59 total #,Age group: 55-59 total/Groupe d'âge : 55-59 total $ (000),Age group: 60-64 males/Groupe d'âge : 60-64 hommes #,Age group: 60-64 males/Groupe d'âge : 60-64 hommes $ (000),Age group: 60-64 females/Groupe d'âge : 60-64 femmes #,Age group: 60-64 females/Groupe d'âge : 60-64 femmes $ (000),Age group: 60-64 total/Groupe d'âge : 60-64 total #,Age group: 60-64 total/Groupe d'âge : 60-64 total $ (000),Age group: 65-69 males/Groupe d'âge : 65-69 hommes #,Age group: 65-69 males/Groupe d'âge : 65-69 hommes $ (000),Age group: 65-69 females/Groupe d'âge : 65-69 femmes #,Age group: 65-69 females/Groupe d'âge : 65-69 femmes $ (000),Age group: 65-69 total/Groupe d'âge : 65-69 total #,Age group: 65-69 total/Groupe d'âge : 65-69 total $ (000),Age group: 70-74 males/Groupe d'âge : 70-74 hommes #,Age group: 70-74 males/Groupe d'âge : 70-74 hommes $ (000),Age group: 70-74 females/Groupe d'âge : 70-74 femmes #,Age group: 70-74 females/Groupe d'âge : 70-74 femmes $ (000),Age group: 70-74 total/Groupe d'âge : 70-74 total #,Age group: 70-74 total/Groupe d'âge : 70-74 total $ (000),Age group: 75 and over males/Groupe d'âge : 75 et plus hommes #,Age group: 75 and over males/Groupe d'âge : 75 et plus hommes $ (000),Age group: 75 and over females/Groupe d'âge : 75 et plus femmes #,Age group: 75 and over females/Groupe d'âge : 75 et plus femmes $ (000),Age group: 75 and over total/Groupe d'âge : 75 et plus total #,Age group: 75 and over total/Groupe d'âge : 75 et plus total $ (000)
88,Total tax credit on donations and gifts,Total des crédits d'impôt pour les dons,2012, 79780,29377,74780,21000,154560,50382,110,8,120,3,230,11,1110,110,1120,69,2230,183,2620,318,2880,249,5500,567,3800,560,3960,396,7750,956,4820,848,4690,564,9520,1412,5910,1293,5540,887,11450,2180,7390,1707,6760,1207,14150,2914,8730,2721,8320,1734,17050,4455,9320,3212,8600,2477,17930,5689,9860,4065,8180,2424,18040,6489,8520,3363,6460,2218,14980,5581,6350,3005,5070,1898,11420,4903,11240,8167,13070,6874,24310,15041
89,Total federal non-refundable tax credits,Total des crédits d'impôt non remboursables fédéraux,2012, 351520,955382,383510,1011156,736080,1968383,13950,26067,14500,27267,28520,53422,27920,61483,28200,64987,56610,127231,24960,60842,26170,67898,51450,129347,23880,61042,26710,70789,50670,132007,24990,67468,27490,75585,52500,143099,28030,77026,30150,81761,58200,158840,32700,87786,34610,88306,67320,176108,35770,93367,37360,89834,73140,183222,34230,87135,35460,82628,69690,169773,30920,77639,32030,72085,62950,149744,26320,85901,27830,85805,54160,171712,18450,62115,19920,61666,38380,123785,29400,107510,43080,142543,72490,250093
90,Federal dividend tax credit,Crédit d'impôt fédéral pour dividendes,2012, 44080,113244,42670,89460,86750,202728,310,921,350,1036,660,1957,1080,2318,1010,2449,2090,4767,1200,1848,990,1384,2190,3232,1540,3100,1380,3462,2920,6562,2130,7486,1920,6656,4050,14142,2880,10048,2660,9841,5540,19898,4070,12305,3700,10504,7770,22809,5120,13766,4930,10557,10050,24323,5880,14465,5650,9799,11520,24264,5910,15841,5560,8747,11470,24592,4990,10598,4590,6787,9580,17385,3460,7360,3390,4340,6840,11700,5510,13189,6560,13897,12080,27097
91,Overseas employment tax credit,Crédit d'impôt pour emploi à l'étranger,2012, 450,5154,30,203,470,5357,,,,,,,,,,,,,30,302,,,40,317,50,532,,,60,571,70,832,,,70,888,60,786,,,60,797,70,870,,,70,881,60,748,,,70,770,50,619,,,60,646,30,309,,,30,325,,,,,,,,,,,,,,,,,,
92,Minimum tax carryover,Report d'impôt minimum,2012, 660,1932,420,829,1080,2762,,,,,,,,,,,,,20,47,,,20,66,20,62,,,30,66,40,89,20,48,60,137,50,105,40,68,90,173,70,115,50,102,120,217,90,169,60,114,150,283,100,289,60,137,160,425,110,280,50,82,160,362,90,240,50,98,140,338,40,124,20,44,60,168,,,40,98,80,503
93,Basic federal tax ,Impôt fédéral de base,2012, 238900,1615270,212810,887524,451730,2503350,1800,1924,920,784,2720,2709,12200,33140,7230,12493,19430,45640,17230,77097,13640,42758,30870,119883,19070,110609,16300,64105,35370,174714,20400,145285,17490,79076,37880,224476,22910,183300,20280,97885,43190,281252,26490,222985,24540,118894,51040,342025,28470,249881,26980,129602,55460,379514,26820,220203,25330,119120,52150,339388,23720,165796,21290,88840,45010,254727,16410,91021,13980,47618,30390,138639,9860,48391,9150,29093,19010,77484,13520,65637,15680,57255,29200,122898
94,Federal Foreign Tax Credit,Crédit fédéral pour impôt étranger,2012, 11910,14746,10410,2650,22330,17434,10,14,20,2,,,90,11,50,9,,,230,172,140,42,370,214,360,862,230,75,580,937,500,1832,240,88,740,1919,720,1614,370,78,1090,1692,1040,2400,650,195,1690,2596,1450,2487,1080,187,2530,2704,1630,2000,1380,320,3010,2319,1620,1562,1570,519,3190,2085,1510,685,1430,386,2940,1072,1020,451,1090,292,2110,743,1740,656,2180,456,3920,1115
95,Federal Political contribution tax credit,Crédit d'impôt pour contributions politiques fédérales,2012, 2610,431,1520,216,4130,647,,,,,,,,,,,,,40,5,,,50,6,70,7,40,3,100,10,80,13,40,5,110,18,100,17,40,7,140,23,120,24,50,8,180,32,190,34,110,13,290,47,280,47,180,27,470,75,400,66,230,33,620,98,390,66,210,31,600,97,340,52,200,31,540,83,600,100,420,58,1020,158
96,Investment Tax Credit,Crédit d'impôt à l'investissement,2012, 1460,2016,280,351,1740,2367,,,,,,,,,,,,,30,36,,,30,50,50,94,,,60,113,80,123,20,21,100,145,120,149,20,25,140,174,210,308,30,55,240,363,260,370,40,41,300,411,210,294,40,72,250,366,190,284,40,24,230,308,140,159,10,11,150,171,70,85,30,19,100,103,90,98,30,49,120,147
97,Labour-sponsored funds tax credit,Crédit d'impôt relatif à un fonds de travailleurs,2012, 50,26,20,9,70,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,,,10,7,,,,,10,8,,,,,10,5,,,,,10,5,,,,,10,5,,,,,,,,,,,,,,,,,,
98,Alternative minimum tax payable,Impôt minimum de remplacement à payer,2012, 660,2411,300,1424,960,3835,,,,,10,93,,,,,10,177,20,108,,,30,142,50,227,20,70,70,297,60,119,30,82,90,201,90,172,30,46,120,218,90,225,40,90,130,314,100,319,50,209,150,528,90,353,40,154,130,508,80,328,40,253,110,581,50,233,,,50,278,,,,,20,60,20,261,20,177,40,438
99,Net federal tax,Impôt fédéral net,2012, 238390,1598272,212480,884548,450890,2483339,1790,1909,910,782,2710,2692,12170,33116,7190,12484,19360,45607,17200,76884,13600,42703,30800,119615,19040,109638,16280,64012,35320,173650,20350,143331,17470,79035,37820,222481,22880,181550,20260,97777,43140,279394,26440,220255,24520,118639,50970,339039,28420,247066,26960,129364,55380,376431,26760,217867,25310,118775,52070,336708,23670,163937,21250,88266,44920,252290,16360,90116,13950,47190,30310,137306,9830,47816,9140,28822,18980,76637,13470,64787,15650,56700,29120,121490
100,CPP contributions on self-employment,Cotisations au RPC à payer pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 19280,34069,13710,16874,33000,50948,140,69,70,20,210,89,690,587,510,289,1200,880,1040,1397,970,1032,2010,2429,1420,2350,1320,1579,2730,3929,1670,2967,1530,1976,3200,4943,2170,4278,1800,2411,3970,6690,2730,5390,2030,2668,4760,8058,2940,5753,1980,2596,4920,8349,2830,5296,1750,2329,4580,7624,2530,4430,1310,1579,3840,6009,1010,1468,410,365,1420,1833,110,86,40,31,150,117,,,,,,
101,Social Benefits repayment,Remboursement des prestation de programmes sociaux,2012, 11420,28713,3620,10765,15040,39478,,,,,,,,,,,,,520,797,,,530,816,590,996,40,50,630,1046,670,1224,40,71,710,1294,810,1461,60,90,860,1551,980,1699,60,113,1040,1812,960,1713,80,123,1050,1836,1010,1904,90,126,1100,2031,850,1747,70,123,930,1870,2280,7674,930,2528,3210,10202,1000,3620,640,2051,1640,5671,1490,5440,1590,5461,3080,10902
102,Net Provincial Tax,Impôt provincial ou territorial net,2012, 258010,1277752,238970,727104,497010,2005258,2820,1905,1880,938,4700,2843,12510,24668,7560,8451,20070,33124,17160,58039,13810,30048,30970,88108,19390,87465,17400,50487,36790,137952,21000,115509,19040,64926,40030,180517,23580,145049,21950,80500,45540,225598,27310,174294,26210,96379,53520,270777,29370,192768,28590,103642,57960,296429,27810,169704,26920,94920,54730,264671,24760,129232,22990,71380,47750,200678,19790,77930,17890,44450,37680,122379,13110,42561,12280,27433,25390,69994,19410,58630,22470,53550,41890,112187
103,Total tax payable,Total à payer,2012, 264610,2938814,246700,1639335,511340,4579076,2920,3890,1940,1740,4860,5632,13540,58801,8860,21234,22400,80051,18240,137118,15390,73811,33630,210977,19940,200450,18320,116145,38260,316595,21490,263032,19770,146014,41260,409242,24130,332339,22700,180781,46830,513236,27960,401638,26960,217801,54920,619689,30080,447301,29230,235726,59320,683048,28510,394774,27440,216150,55940,611037,25300,299345,23320,161352,48620,460850,19940,177187,17970,94533,37910,271721,13140,94083,12300,58336,25440,152420,19440,128857,22500,115712,41940,244579
